SUBDIVISION,YEAR,ANNUAL PRECIPITATION,QUARTER,PRECIPITATION,SEVERITY,TERRAIN,CLIMATE
WEST MADHYA PRADESH,1931,1131.6,Mar-May,2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1931,1131.6,Jun-Sep,979.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1931,1131.6,Oct-Dec,146.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1932,988.3,Jan-Feb,2.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1932,988.3,Mar-May,17.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1932,988.3,Jun-Sep,942.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1932,988.3,Oct-Dec,26.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1933,1211.6,Jan-Feb,5.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1933,1211.6,Mar-May,50.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1933,1211.6,Jun-Sep,1113.3,1,Plain-land,Subtropical
WEST MADHYA PRADESH,1933,1211.6,Oct-Dec,42.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1934,1164.9,Jan-Feb,7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1934,1164.9,Mar-May,6.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1934,1164.9,Jun-Sep,1118.5,1,Plain-land,Subtropical
WEST MADHYA PRADESH,1934,1164.9,Oct-Dec,32.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1935,871.1,Jan-Feb,8.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1935,871.1,Mar-May,8.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1935,871.1,Jun-Sep,826.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1935,871.1,Oct-Dec,27.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1936,901.2,Jan-Feb,8.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1936,901.2,Mar-May,31.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1936,901.2,Jun-Sep,755,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1936,901.2,Oct-Dec,106.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1937,1053.4,Jan-Feb,13.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1937,1053.4,Mar-May,17.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1937,1053.4,Jun-Sep,985.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1937,1053.4,Oct-Dec,37.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1938,1001.2,Jan-Feb,8.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1938,1001.2,Mar-May,26.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1938,1001.2,Jun-Sep,896.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1938,1001.2,Oct-Dec,69.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1939,802.5,Jan-Feb,7.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1939,802.5,Mar-May,8.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1939,802.5,Jun-Sep,780.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1939,802.5,Oct-Dec,5.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1940,1064.7,Jan-Feb,14.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1940,1064.7,Mar-May,18.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1940,1064.7,Jun-Sep,963.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1940,1064.7,Oct-Dec,68.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1941,739.4,Jan-Feb,39.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1941,739.4,Mar-May,8.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1941,739.4,Jun-Sep,691.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1941,739.4,Oct-Dec,0.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1942,1201.7,Jan-Feb,56.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1942,1201.7,Mar-May,3.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1942,1201.7,Jun-Sep,1130.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1942,1201.7,Oct-Dec,11.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1943,962.9,Jan-Feb,25.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1943,962.9,Mar-May,28.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1943,962.9,Jun-Sep,848.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1943,962.9,Oct-Dec,60.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1944,1347.7,Jan-Feb,30.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1944,1347.7,Mar-May,37.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1944,1347.7,Jun-Sep,1226.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1944,1347.7,Oct-Dec,52.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1945,1047.4,Jan-Feb,22.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1945,1047.4,Mar-May,6.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1945,1047.4,Jun-Sep,1014.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1945,1047.4,Oct-Dec,3.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1946,1250.7,Jan-Feb,10.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1946,1250.7,Mar-May,6.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1946,1250.7,Jun-Sep,1086.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1946,1250.7,Oct-Dec,147.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1947,1064.7,Jan-Feb,22.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1947,1064.7,Mar-May,7.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1947,1064.7,Jun-Sep,1000.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1947,1064.7,Oct-Dec,34.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1948,1247.6,Jan-Feb,43.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1948,1247.6,Mar-May,2.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1948,1247.6,Jun-Sep,1122.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1948,1247.6,Oct-Dec,79.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1949,966.2,Jan-Feb,3.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1949,966.2,Mar-May,20.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1949,966.2,Jun-Sep,889.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1949,966.2,Oct-Dec,53.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1950,904.5,Jan-Feb,4.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1950,904.5,Mar-May,21.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1950,904.5,Jun-Sep,859.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1950,904.5,Oct-Dec,19.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1951,649.7,Jan-Feb,5.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1951,649.7,Mar-May,10,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1951,649.7,Jun-Sep,610.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1951,649.7,Oct-Dec,23.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1952,829.1,Jan-Feb,9.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1952,829.1,Mar-May,4.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1952,829.1,Jun-Sep,806.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1952,829.1,Oct-Dec,9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1953,793.7,Jan-Feb,19.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1953,793.7,Mar-May,3.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1953,793.7,Jun-Sep,756.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1953,793.7,Oct-Dec,14.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1954,1100.7,Jan-Feb,24.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1954,1100.7,Mar-May,6.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1954,1100.7,Jun-Sep,1052.6,1,Plain-land,Subtropical
WEST MADHYA PRADESH,1954,1100.7,Oct-Dec,17.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1955,1149.2,Jan-Feb,29,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1955,1149.2,Mar-May,3.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1955,1149.2,Jun-Sep,977.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1955,1149.2,Oct-Dec,139.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1956,1065.8,Jan-Feb,11.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1956,1065.8,Mar-May,53,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1956,1065.8,Jun-Sep,886.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1956,1065.8,Oct-Dec,114.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1957,832.9,Jan-Feb,12.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1957,832.9,Mar-May,40,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1957,832.9,Jun-Sep,765,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1957,832.9,Oct-Dec,15.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1958,1099.7,Jan-Feb,4.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1958,1099.7,Mar-May,5.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1958,1099.7,Jun-Sep,1021.2,1,Plain-land,Subtropical
WEST MADHYA PRADESH,1958,1099.7,Oct-Dec,68.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1959,1181.4,Jan-Feb,23.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1959,1181.4,Mar-May,26.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1959,1181.4,Jun-Sep,1054.5,1,Plain-land,Subtropical
WEST MADHYA PRADESH,1959,1181.4,Oct-Dec,77.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1960,882.3,Jan-Feb,25.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1960,882.3,Mar-May,20.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1960,882.3,Jun-Sep,782.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1960,882.3,Oct-Dec,54.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1961,1433.7,Jan-Feb,23.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1961,1433.7,Mar-May,8.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1961,1433.7,Jun-Sep,1263.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1961,1433.7,Oct-Dec,138.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1962,905.9,Jan-Feb,11.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1962,905.9,Mar-May,20.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1962,905.9,Jun-Sep,845.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1962,905.9,Oct-Dec,28.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1963,905.4,Jan-Feb,11.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1963,905.4,Mar-May,9.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1963,905.4,Jun-Sep,824.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1963,905.4,Oct-Dec,59.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1964,880.1,Jan-Feb,0.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1964,880.1,Mar-May,10,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1964,880.1,Jun-Sep,866,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1964,880.1,Oct-Dec,4.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1965,594.7,Jan-Feb,5.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1965,594.7,Mar-May,4.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1965,594.7,Jun-Sep,568.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1965,594.7,Oct-Dec,16.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1966,680,Jan-Feb,4.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1966,680,Mar-May,5.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1966,680,Jun-Sep,641.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1966,680,Oct-Dec,28.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1967,945.6,Jan-Feb,0,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1967,945.6,Mar-May,35.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1967,945.6,Jun-Sep,825.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1967,945.6,Oct-Dec,84.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1968,861.2,Jan-Feb,11.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1968,861.2,Mar-May,11.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1968,861.2,Jun-Sep,824.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1968,861.2,Oct-Dec,14.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1969,1117,Jan-Feb,6.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1969,1117,Mar-May,1.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1969,1117,Jun-Sep,1063.7,1,Plain-land,Subtropical
WEST MADHYA PRADESH,1969,1117,Oct-Dec,46.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1970,1113.2,Jan-Feb,32,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1970,1113.2,Mar-May,21,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1970,1113.2,Jun-Sep,1053.4,1,Plain-land,Subtropical
WEST MADHYA PRADESH,1970,1113.2,Oct-Dec,6.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1971,1135.7,Jan-Feb,7.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1971,1135.7,Mar-May,21.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1971,1135.7,Jun-Sep,1060.8,1,Plain-land,Subtropical
WEST MADHYA PRADESH,1971,1135.7,Oct-Dec,45.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1972,770.3,Jan-Feb,3.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1972,770.3,Mar-May,2.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1972,770.3,Jun-Sep,749.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1972,770.3,Oct-Dec,15.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1973,1406.9,Jan-Feb,5.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1973,1406.9,Mar-May,2.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1973,1406.9,Jun-Sep,1362.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1973,1406.9,Oct-Dec,36.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1974,876.6,Jan-Feb,0.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1974,876.6,Mar-May,15.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1974,876.6,Jun-Sep,768.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1974,876.6,Oct-Dec,91.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1975,1064.6,Jan-Feb,4.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1975,1064.6,Mar-May,4.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1975,1064.6,Jun-Sep,1004.6,1,Plain-land,Subtropical
WEST MADHYA PRADESH,1975,1064.6,Oct-Dec,51.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1976,1027.7,Jan-Feb,8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1976,1027.7,Mar-May,15.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1976,1027.7,Jun-Sep,954,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1976,1027.7,Oct-Dec,50.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1977,1002.7,Jan-Feb,7.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1977,1002.7,Mar-May,18.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1977,1002.7,Jun-Sep,927.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1977,1002.7,Oct-Dec,49.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1978,1003.3,Jan-Feb,19.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1978,1003.3,Mar-May,9.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1978,1003.3,Jun-Sep,927.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1978,1003.3,Oct-Dec,46.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1979,781.9,Jan-Feb,56.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1979,781.9,Mar-May,18.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1979,781.9,Jun-Sep,600.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1979,781.9,Oct-Dec,106.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1980,873.9,Jan-Feb,1.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1980,873.9,Mar-May,1.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1980,873.9,Jun-Sep,837.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1980,873.9,Oct-Dec,34,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1981,890.2,Jan-Feb,4.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1981,890.2,Mar-May,20.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1981,890.2,Jun-Sep,806.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1981,890.2,Oct-Dec,58.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1982,934.1,Jan-Feb,49.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1982,934.1,Mar-May,14.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1982,934.1,Jun-Sep,784.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1982,934.1,Oct-Dec,85.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1983,1071.9,Jan-Feb,5.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1983,1071.9,Mar-May,27.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1983,1071.9,Jun-Sep,982.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1983,1071.9,Oct-Dec,56.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1984,859.5,Jan-Feb,21.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1984,859.5,Mar-May,0.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1984,859.5,Jun-Sep,825.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1984,859.5,Oct-Dec,13,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1985,874.7,Jan-Feb,2.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1985,874.7,Mar-May,8.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1985,874.7,Jun-Sep,705.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1985,874.7,Oct-Dec,157.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1986,937.1,Jan-Feb,50,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1986,937.1,Mar-May,8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1986,937.1,Jun-Sep,871.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1986,937.1,Oct-Dec,7.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1987,783.9,Jan-Feb,38.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1987,783.9,Mar-May,7.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1987,783.9,Jun-Sep,658.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1987,783.9,Oct-Dec,78.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1988,951.2,Jan-Feb,4.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1988,951.2,Mar-May,12,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1988,951.2,Jun-Sep,875,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1988,951.2,Oct-Dec,60.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1989,758.5,Jan-Feb,2.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1989,758.5,Mar-May,12.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1989,758.5,Jun-Sep,738.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1989,758.5,Oct-Dec,5.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1990,1144,Jan-Feb,10,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1990,1144,Mar-May,31.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1990,1144,Jun-Sep,1068.7,1,Plain-land,Subtropical
WEST MADHYA PRADESH,1990,1144,Oct-Dec,33.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1991,745.5,Jan-Feb,3.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1991,745.5,Mar-May,5.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1991,745.5,Jun-Sep,728.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1991,745.5,Oct-Dec,7.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1992,754.2,Jan-Feb,0.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1992,754.2,Mar-May,6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1992,754.2,Jun-Sep,683.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1992,754.2,Oct-Dec,64.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1993,1031.9,Jan-Feb,5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1993,1031.9,Mar-May,10.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1993,1031.9,Jun-Sep,988.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1993,1031.9,Oct-Dec,27.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1994,1179.5,Jan-Feb,20.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1994,1179.5,Mar-May,6.9,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1994,1179.5,Jun-Sep,1147,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1994,1179.5,Oct-Dec,5.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1995,864.7,Jan-Feb,15.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1995,864.7,Mar-May,18.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1995,864.7,Jun-Sep,803.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1995,864.7,Oct-Dec,27.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1996,1085.4,Jan-Feb,15,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1996,1085.4,Mar-May,4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1996,1085.4,Jun-Sep,1008,1,Plain-land,Subtropical
WEST MADHYA PRADESH,1996,1085.4,Oct-Dec,58.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1997,1058.3,Jan-Feb,3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1997,1058.3,Mar-May,6.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1997,1058.3,Jun-Sep,867.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1997,1058.3,Oct-Dec,181.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1998,926.9,Jan-Feb,3.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1998,926.9,Mar-May,11.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1998,926.9,Jun-Sep,867,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1998,926.9,Oct-Dec,45.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1999,1052.7,Jan-Feb,32,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1999,1052.7,Mar-May,4.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1999,1052.7,Jun-Sep,929.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,1999,1052.7,Oct-Dec,86.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2000,NA,Jan-Feb,NA,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2000,NA,Mar-May,30.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2000,NA,Jun-Sep,581.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2000,NA,Oct-Dec,1.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2001,787,Jan-Feb,2.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2001,787,Mar-May,23.5,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2001,787,Jun-Sep,699.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2001,787,Oct-Dec,62.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2002,684.1,Jan-Feb,20.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2002,684.1,Mar-May,7.1,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2002,684.1,Jun-Sep,644.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2002,684.1,Oct-Dec,12.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2003,946.4,Jan-Feb,22.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2003,946.4,Mar-May,1.4,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2003,946.4,Jun-Sep,919.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2003,946.4,Oct-Dec,3.6,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2004,848.1,Jan-Feb,16.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2004,848.1,Mar-May,5.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2004,848.1,Jun-Sep,779.2,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2004,848.1,Oct-Dec,46.7,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2005,752.2,Jan-Feb,16.8,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2005,752.2,Mar-May,20.3,0,Plain-land,Subtropical
WEST MADHYA PRADESH,2005,752.2,Jun-Sep,712.4,0,Plain-land,Subtropical
